Time,Aston Quay,Bachelors Walk,Grafton Street / Nassau Street / Suffolk Street,Capel Street,"College Green, Bank Of Ireland",College Green @ Church Lane,Dawson Street,Dawson Street Replacement,Dame Street,Grafton Street,Grafton Street @ CompuB,"Doilier Street, Burgh Quay",College Green - Dame St Side,Henry Street,Liffey Street,Mary Street,O'Connell St Outside Pennys,"O'Connell St, Parnell St @ AIB",O'Connell St Outside Clerys,Talbot Street North,Talbot Street South,Westmoreland Street East,Westmoreland Street West
2023-03-03 00:00:00,1773,36,4566,384,23,624,234,874,176,143,516,21,5,420,5407,46,114,136,224,2118,1758,1110,1126
2023-03-03 01:00:00,998,14,1276,890,10,624,100,618,201,53,113,7,11,101,5195,22,166,61,118,1300,1758,1013,1126
2023-03-03 02:00:00,1114,8,1490,1529,30,624,59,434,180,52,170,6,1,101,4011,21,177,41,83,2114,1758,834,1126
2023-03-03 03:00:00,617,31,1053,1278,16,624,40,304,129,26,86,8,3,124,2336,8,211,43,71,1026,1758,1112,1126
2023-03-03 04:00:00,381,6,273,1468,2,624,20,117,114,7,44,2,3,174,2922,18,116,31,40,754,1758,700,1126
2023-03-03 05:00:00,487,38,523,1885,5,624,67,182,37,20,53,9,6,250,3559,33,90,41,129,825,1758,696,1126
2023-03-03 06:00:00,2378,124,2617,880,20,624,219,1220,226,81,362,57,50,931,3451,71,640,125,439,1813,1758,1519,1126
2023-03-03 07:00:00,4573,114,3897,1279,23,624,441,2156,413,173,859,132,79,1258,4594,147,1319,261,626,2660,1758,2151,1126
2023-03-03 08:00:00,5377,281,5672,2003,71,624,994,2506,713,324,1452,333,235,2704,5234,332,1579,636,1178,3040,1758,2307,1126
2023-03-03 09:00:00,4301,198,8534,1466,84,624,916,2099,688,280,1114,252,152,3741,6116,430,1380,621,1095,2757,1758,1978,1126
2023-03-03 10:00:00,4508,212,4124,4044,102,624,854,1922,665,284,1039,165,76,4749,6216,604,1934,690,1197,2726,1758,1600,1126
2023-03-03 11:00:00,3931,241,4324,3087,177,624,931,1982,682,331,1404,177,78,5653,6116,730,2504,779,1239,3175,1758,1606,1126
2023-03-03 12:00:00,5411,279,4593,3363,148,624,1102,1943,907,415,1370,353,115,7724,5496,847,2507,1074,1351,3777,1758,1654,1126
2023-03-03 13:00:00,5240,424,14010,5500,263,624,1121,1960,1120,509,1222,387,175,12419,5447,1205,2679,1085,1618,4291,1758,1490,1126
2023-03-03 14:00:00,4506,320,10228,2879,225,624,1027,1931,1003,473,1306,229,120,12560,5860,1121,2745,1006,1423,4607,1758,1358,1126
2023-03-03 15:00:00,5464,235,8118,3135,215,624,1030,1914,1036,500,1305,214,89,12798,6591,1116,2344,1119,1246,3789,1758,1805,1126
2023-03-03 16:00:00,4616,244,12409,3308,320,624,1073,1454,988,462,1406,273,144,12886,5665,1125,2910,1299,1287,3027,1758,1533,1126
2023-03-03 17:00:00,4282,326,9863,4255,338,624,1238,1748,1342,536,1517,384,174,12965,6798,915,3299,1320,1530,3444,1758,1526,1126
2023-03-03 18:00:00,5222,220,7326,5116,293,624,1175,1371,1239,440,1860,315,146,14039,6365,804,2464,1183,1522,3148,1758,1900,1126
2023-03-03 19:00:00,4444,151,6255,3732,229,624,825,2047,1008,306,1447,197,108,9027,7087,593,2467,1043,1376,3475,1758,2276,1126
2023-03-03 20:00:00,5040,107,6535,4218,168,624,650,1706,921,202,1011,113,89,4233,6666,456,1501,892,1057,3222,1758,2185,1126
2023-03-03 21:00:00,5524,128,5576,3716,146,624,454,1366,842,189,668,99,55,2477,7705,256,1114,619,918,3631,1758,2119,1126
2023-03-03 22:00:00,1911,103,4815,2721,172,624,568,1275,828,232,708,61,45,2113,7342,188,1217,409,917,3183,1758,2652,1126
2023-03-03 23:00:00,3945,59,3507,2856,148,624,563,1513,844,274,637,71,52,990,6407,104,1235,352,653,5115,1758,2387,1126
2023-03-04 00:00:00,1606,25,2712,1734,89,624,366,1030,412,174,338,53,8,318,6971,56,211,270,446,5593,1758,1405,1126
2023-03-04 01:00:00,2336,36,1645,928,72,624,253,848,248,121,278,25,28,614,6665,58,211,131,304,4566,1758,2515,1126
2023-03-04 02:00:00,1680,22,1156,1912,60,624,193,619,312,104,286,23,13,91,5058,22,61,104,273,2979,1758,1571,1126
2023-03-04 03:00:00,1381,17,653,348,78,624,110,635,185,78,211,21,2,209,2966,24,43,83,176,2015,1758,1549,1126
2023-03-04 04:00:00,561,6,375,24,14,624,46,415,60,22,73,4,3,69,3144,23,60,37,66,1597,1758,1108,1126
2023-03-04 05:00:00,364,2,593,19,7,624,28,196,29,17,27,3,4,130,2973,38,50,25,69,916,1758,2518,1126
2023-03-04 06:00:00,1724,20,558,326,14,624,76,685,101,53,132,7,12,542,3476,32,80,70,257,642,1758,1078,1126
2023-03-04 07:00:00,1445,28,1174,364,6,624,166,895,201,73,242,22,26,507,3812,72,209,138,393,1145,1758,763,1126
2023-03-04 08:00:00,3559,58,2742,961,21,624,320,1676,340,103,520,36,53,1528,4782,220,550,269,461,2613,1758,1554,1126
2023-03-04 09:00:00,3741,111,3870,2547,67,624,571,1723,479,178,700,85,81,4916,5363,398,705,450,718,2635,1758,1943,1126
2023-03-04 10:00:00,4005,110,4490,3129,157,624,825,2098,586,302,1139,109,99,6484,4415,622,763,659,1114,3450,1758,1847,1126
2023-03-04 11:00:00,4639,160,5622,3646,253,624,979,2120,717,350,1355,168,81,10166,4966,924,955,813,1138,3356,1758,1747,1126
2023-03-04 12:00:00,5553,166,6214,3974,295,624,1054,2256,1032,464,1775,149,96,12132,4875,1138,1236,913,1314,3398,1758,2316,1126
2023-03-04 13:00:00,5226,159,7329,3495,324,624,1139,2508,1229,568,1793,174,94,14310,4943,1298,934,1156,1380,3564,1758,2343,1126
2023-03-04 14:00:00,6361,166,6953,3660,408,624,1128,2354,1395,525,1704,173,74,14247,14550,1314,1281,1283,1434,3415,1758,1980,1126
2023-03-04 15:00:00,5209,174,7250,3522,393,624,1175,2138,1477,588,1637,122,100,15461,14316,1392,968,1142,1445,3361,1758,2185,1126
2023-03-04 16:00:00,4048,145,7842,4019,412,624,1099,2041,1396,578,1876,169,109,15425,13878,1245,1158,1210,1639,3813,1758,2353,1126
2023-03-04 17:00:00,5750,145,6441,3564,429,624,1008,2251,1393,519,1943,167,81,12826,4737,1351,1154,1214,1480,3866,1758,2403,1126
2023-03-04 18:00:00,6027,128,8508,2898,349,624,883,2213,1390,487,1827,138,97,10427,5923,1142,1256,1032,1522,3607,1758,2525,1126
2023-03-04 19:00:00,5119,107,5758,3658,261,624,731,1924,1479,308,1636,138,84,5678,6016,739,1002,1069,1412,4645,1758,2246,1126
2023-03-04 20:00:00,5066,94,5985,2587,203,624,562,2069,1334,257,1408,76,47,3180,7003,388,1014,756,1117,5915,1758,2217,1126
2023-03-04 21:00:00,4585,73,8202,1651,144,624,413,1251,951,195,903,56,29,1640,7513,285,558,598,850,4666,1758,2179,1126
2023-03-04 22:00:00,3023,86,7374,1948,162,624,580,1311,1031,248,878,63,58,1567,7475,212,1279,467,834,4318,1758,2008,1126
2023-03-04 23:00:00,4163,53,6046,3284,146,624,481,1291,900,222,856,45,42,1269,6431,132,811,349,705,4187,1758,2365,1126
2023-03-05 00:00:00,3639,39,4463,2734,97,624,388,1146,588,185,1042,31,3,726,6598,45,137,238,388,3835,1758,1625,1126
2023-03-05 01:00:00,1831,21,2497,630,77,624,251,947,337,147,1042,20,15,222,4526,41,261,150,285,3339,1758,1680,1126
2023-03-05 02:00:00,2160,13,2277,729,68,624,185,876,331,112,1042,15,11,194,4649,31,101,122,284,5557,1758,1725,1126
2023-03-05 03:00:00,2467,17,1404,457,78,624,158,886,365,86,1042,11,7,408,3207,14,43,106,187,4406,1758,1707,1126
2023-03-05 04:00:00,2029,3,729,430,12,624,37,569,125,23,1042,4,5,62,3835,9,41,48,41,2476,1758,973,1126
2023-03-05 05:00:00,1418,5,849,308,7,624,20,173,93,17,1042,2,4,41,2875,39,63,40,64,2386,1758,132,1126
2023-03-05 06:00:00,1484,7,1422,199,12,624,56,324,69,24,1042,8,5,113,12245,16,60,77,134,3117,1758,104,1126
2023-03-05 07:00:00,900,17,1318,550,7,624,105,524,84,39,1042,20,26,304,3482,29,169,88,251,1943,1758,882,1126
2023-03-05 08:00:00,1818,54,3188,1337,17,624,185,1203,160,69,1042,24,44,837,4875,85,519,172,323,2886,1758,2087,1126
2023-03-05 09:00:00,2606,61,6938,1863,27,624,351,1508,398,128,1042,86,41,1713,5370,150,766,318,511,3029,1758,1924,1126
2023-03-05 10:00:00,2463,99,7009,2315,79,624,579,1617,496,188,1042,95,91,3511,5846,435,567,574,623,2917,1758,1686,1126
2023-03-05 11:00:00,3184,123,6623,2495,168,624,876,1971,493,350,1042,115,92,4832,6179,794,609,693,935,3233,1758,1888,1126
2023-03-05 12:00:00,4565,102,5511,3633,171,624,984,1954,650,461,1042,129,80,5850,6548,1087,921,877,969,3282,1758,2100,1126
2023-03-05 13:00:00,4658,99,7779,5898,273,624,970,2110,883,535,1042,139,89,11228,6323,1216,775,1078,1121,3518,1758,2260,1126
2023-03-05 14:00:00,4516,123,7397,3923,313,624,982,2031,1082,562,1042,144,112,12889,6086,1481,839,1143,1033,3469,1758,2236,1126
2023-03-05 15:00:00,5288,136,7364,4830,324,624,968,2128,1224,523,1042,178,99,13886,4427,1273,995,1146,1140,3556,1758,1580,1126
2023-03-05 16:00:00,4747,110,7505,2961,301,624,857,2068,948,472,1042,133,116,12059,4319,1218,811,1143,994,3565,1758,2229,1126
2023-03-05 17:00:00,5265,119,7392,3393,285,624,762,2088,1014,379,1042,106,98,11319,4547,916,971,1111,1148,3389,1758,2247,1126
2023-03-05 18:00:00,5439,93,9122,4064,252,624,652,1957,991,338,1042,99,63,7728,4907,978,1002,1077,1262,3432,1758,2379,1126
2023-03-05 19:00:00,4994,61,7398,3338,141,624,464,1937,789,268,1042,99,74,4878,5031,461,833,945,1135,4323,1758,2675,1126
2023-03-05 20:00:00,4121,95,5452,2712,79,624,315,1937,797,156,1042,54,53,2188,4969,296,837,668,817,3223,1758,2677,1126
2023-03-05 21:00:00,4168,54,8260,2113,50,624,224,1913,770,141,1042,64,28,1424,5307,128,836,410,564,3982,1758,2355,1126
2023-03-05 22:00:00,3452,119,7865,1116,58,624,232,1639,540,119,1042,31,20,804,6027,89,669,280,449,3723,1758,1939,1126
2023-03-05 23:00:00,2690,93,4811,884,34,624,191,1241,387,98,1042,19,19,406,7509,63,726,235,342,3742,1758,1043,1126
2023-03-06 00:00:00,1479,46,3137,892,14,618,46,776,194,38,732,14,0,98,5259,12,190,119,179,2574,1789,841,886
2023-03-06 01:00:00,1241,14,1189,1021,0,594,0,586,78,0,584,0,0,0,4873,0,0,33,92,1384,1689,625,783
2023-03-06 02:00:00,1156,20,869,1010,0,613,0,548,111,7,567,35,24,0,4617,0,0,24,118,830,1700,609,770
2023-03-06 03:00:00,1357,42,978,941,0,629,69,579,140,49,571,78,35,0,6371,0,126,29,148,837,1693,554,746
2023-03-06 04:00:00,1252,55,1651,792,0,628,119,585,125,54,506,79,45,0,6650,0,263,44,145,826,1654,593,690
2023-03-06 05:00:00,1400,28,1753,712,7,610,108,663,108,37,416,35,32,0,6262,0,234,40,156,982,1615,593,623
2023-03-06 06:00:00,1947,54,2519,736,49,606,225,942,193,82,533,67,48,509,5345,89,444,134,328,1057,1647,762,690
2023-03-06 07:00:00,2752,137,3796,918,118,641,460,1254,358,187,791,165,98,1824,4872,248,887,293,585,1332,1711,969,851
2023-03-06 08:00:00,3349,213,5165,1258,186,669,692,1455,516,282,1033,252,142,3303,4948,418,1389,474,803,1659,1755,1078,1011
2023-03-06 09:00:00,3729,223,6342,1661,230,657,770,1520,587,315,1165,228,135,4414,5451,546,1569,587,886,1985,1721,1079,1098
2023-03-06 10:00:00,3796,204,7189,2024,269,627,767,1516,632,325,1252,175,105,5489,5839,654,1612,687,942,2219,1695,1081,1167
2023-03-06 11:00:00,3917,235,7785,2386,340,631,849,1521,739,396,1392,193,103,7027,6030,806,1782,815,1090,2486,1681,1131,1292
2023-03-06 12:00:00,4107,292,8269,2679,418,661,987,1556,875,493,1560,265,125,8690,6164,960,2049,963,1283,2764,1696,1210,1449
2023-03-06 13:00:00,4361,324,8592,2852,467,680,1072,1624,974,547,1669,305,142,9801,6282,1044,2244,1062,1394,2947,1721,1275,1564
2023-03-06 14:00:00,4575,296,8796,2865,469,668,1042,1685,992,531,1698,275,136,9963,6372,1021,2258,1089,1384,3023,1734,1322,1605
2023-03-06 15:00:00,4672,265,8946,2789,459,654,992,1711,1002,501,1685,247,126,9553,6422,950,2254,1086,1357,3071,1733,1380,1625
2023-03-06 16:00:00,4696,257,9087,2674,458,659,981,1697,1031,493,1664,258,128,9006,6500,886,2294,1078,1368,3172,1740,1451,1658
2023-03-06 17:00:00,4614,258,9010,2550,453,668,965,1657,1043,483,1604,284,132,8222,6645,818,2268,1045,1364,3324,1757,1499,1673
2023-03-06 18:00:00,4466,234,8538,2390,420,659,870,1608,984,430,1471,269,121,6945,6736,706,2040,954,1267,3409,1775,1496,1621
2023-03-06 19:00:00,4248,188,7766,2185,362,632,702,1543,867,343,1275,208,93,5279,6642,552,1654,812,1083,3374,1782,1457,1501
2023-03-06 20:00:00,3982,148,6883,1951,307,610,542,1450,745,266,1075,144,66,3700,6478,399,1289,657,888,3245,1782,1407,1365
2023-03-06 21:00:00,3620,124,6012,1725,270,603,434,1319,643,219,904,105,50,2545,6348,283,1037,516,727,3076,1778,1338,1236
2023-03-06 22:00:00,3111,103,5056,1517,242,601,354,1148,540,185,747,83,41,1758,6298,199,835,394,583,2833,1773,1227,1096
2023-03-06 23:00:00,2502,72,3951,1310,212,591,264,962,422,144,591,56,28,1121,6162,127,610,282,437,2464,1766,1073,929
2023-03-07 00:00:00,1946,39,2857,1108,181,577,172,794,305,99,452,29,14,578,5894,65,386,187,306,1991,1761,913,762
2023-03-07 01:00:00,1583,23,2035,938,158,570,116,677,225,69,365,20,9,224,5645,26,249,124,226,1526,1757,788,641
2023-03-07 02:00:00,1437,25,1620,817,146,572,109,622,186,59,334,29,15,91,5564,13,226,96,201,1173,1751,708,576
2023-03-07 03:00:00,1450,32,1576,744,137,573,130,624,173,59,341,42,25,108,5642,18,269,92,208,968,1740,663,551
2023-03-07 04:00:00,1588,39,1816,717,129,570,163,685,176,62,379,49,34,234,5690,37,342,107,238,897,1728,657,555
2023-03-07 05:00:00,1858,53,2321,754,132,572,223,805,208,81,466,61,44,573,5617,80,473,151,308,943,1721,699,602
2023-03-07 06:00:00,2261,85,3098,879,152,586,329,971,279,125,615,94,61,1244,5492,162,701,231,433,1100,1724,783,705
2023-03-07 07:00:00,2728,129,4079,1095,188,607,468,1149,377,187,807,141,84,2228,5436,276,996,343,589,1345,1733,881,845
2023-03-07 08:00:00,3170,170,5123,1378,229,627,602,1304,477,250,1004,180,102,3382,5489,405,1285,467,743,1631,1739,964,992
2023-03-07 09:00:00,3533,201,6103,1688,271,642,709,1421,569,306,1183,203,112,4595,5603,534,1525,590,877,1918,1736,1025,1128
2023-03-07 10:00:00,3818,228,6959,1997,317,657,800,1500,659,360,1345,220,117,5844,5740,660,1732,711,1004,2190,1731,1078,1258
2023-03-07 11:00:00,4048,255,7676,2279,367,676,885,1555,753,416,1492,243,123,7085,5897,779,1928,828,1130,2447,1728,1132,1383
2023-03-07 12:00:00,4234,279,8229,2506,411,694,957,1594,841,465,1609,267,130,8160,6070,876,2098,930,1241,2682,1731,1185,1493
2023-03-07 13:00:00,4377,290,8600,2651,442,706,996,1623,907,495,1681,279,134,8875,6231,931,2207,1004,1313,2875,1737,1234,1572
2023-03-07 14:00:00,4476,287,8801,2706,456,710,998,1641,948,502,1705,278,133,9134,6351,939,2246,1042,1345,3024,1744,1282,1619
2023-03-07 15:00:00,4531,276,8859,2683,457,709,977,1646,971,493,1688,272,130,8968,6439,909,2235,1049,1346,3140,1753,1333,1639
2023-03-07 16:00:00,4531,262,8777,2601,447,705,939,1636,975,474,1633,266,125,8447,6516,851,2177,1025,1321,3237,1765,1379,1637
2023-03-07 17:00:00,4460,243,8515,2473,426,695,879,1605,953,442,1537,254,118,7608,6579,767,2053,970,1262,3302,1778,1407,1604
2023-03-07 18:00:00,4307,216,8046,2308,393,677,788,1552,900,394,1402,228,106,6503,6598,660,1850,883,1161,3312,1788,1408,1535
2023-03-07 19:00:00,4073,184,7386,2115,351,653,677,1475,820,337,1238,192,89,5254,6553,541,1590,770,1026,3250,1795,1383,1435
2023-03-07 20:00:00,3766,153,6592,1908,308,629,561,1374,726,280,1065,154,71,4027,6463,422,1317,647,878,3116,1797,1332,1315
2023-03-07 21:00:00,3392,124,5713,1699,267,607,455,1251,627,229,894,119,56,2941,6355,316,1060,523,729,2912,1796,1257,1183
2023-03-07 22:00:00,2968,97,4788,1495,230,585,358,1113,524,183,734,89,42,2034,6235,224,824,407,586,2640,1792,1157,1043
2023-03-07 23:00:00,2532,72,3874,1299,196,565,272,975,423,142,590,62,31,1305,6093,147,614,303,456,2311,1784,1043,903
2023-03-08 00:00:00,2145,51,3063,1122,167,548,204,854,334,107,476,43,22,766,5936,89,450,219,350,1957,1774,931,776
2023-03-08 01:00:00,1860,39,2452,975,146,537,164,766,268,84,403,34,20,433,5795,53,353,162,282,1621,1764,836,678
2023-03-08 02:00:00,1707,37,2107,870,133,532,154,723,228,74,373,36,23,303,5697,40,327,132,253,1349,1754,767,616
2023-03-08 03:00:00,1692,42,2046,815,127,532,172,729,213,75,387,45,29,359,5636,48,364,130,260,1168,1743,729,593
2023-03-08 04:00:00,1808,54,2264,817,130,538,214,782,223,87,443,60,39,602,5590,79,458,154,301,1088,1734,725,607
2023-03-08 05:00:00,2041,73,2738,883,142,550,282,876,259,112,542,81,51,1057,5550,133,608,204,377,1112,1727,752,661
2023-03-08 06:00:00,2361,101,3426,1016,167,569,374,998,319,151,679,108,66,1738,5528,213,809,280,483,1230,1724,804,751
2023-03-08 07:00:00,2727,133,4258,1210,201,592,481,1132,397,200,842,140,81,2622,5539,312,1042,376,610,1422,1722,871,867
2023-03-08 08:00:00,3098,166,5148,1449,242,618,590,1260,484,254,1015,171,95,3650,5589,424,1281,485,744,1660,1722,939,996
2023-03-08 09:00:00,3442,197,6022,1710,287,644,693,1372,574,308,1186,197,106,4751,5672,540,1510,598,876,1917,1721,1006,1129
2023-03-08 10:00:00,3743,225,6822,1970,334,670,785,1463,663,360,1344,221,115,5855,5782,651,1719,709,1001,2175,1722,1068,1257
2023-03-08 11:00:00,3994,248,7507,2206,379,693,862,1531,748,407,1479,242,122,6873,5915,749,1900,811,1113,2420,1724,1126,1375
2023-03-08 12:00:00,4190,265,8044,2397,417,713,919,1579,822,444,1582,258,128,7703,6060,824,2040,897,1204,2642,1729,1179,1474
2023-03-08 13:00:00,4332,274,8415,2526,444,726,950,1609,879,467,1646,268,130,8251,6199,869,2130,959,1266,2832,1737,1227,1548
2023-03-08 14:00:00,4420,274,8615,2587,458,732,956,1623,917,476,1668,269,129,8464,6320,879,2163,993,1297,2986,1746,1271,1595
2023-03-08 15:00:00,4453,266,8645,2581,460,731,936,1621,935,469,1647,265,125,8331,6417,857,2141,997,1295,3104,1758,1310,1613
2023-03-08 16:00:00,4425,252,8506,2517,449,723,895,1601,931,450,1587,254,119,7877,6488,805,2064,971,1262,3184,1770,1338,1602
2023-03-08 17:00:00,4329,233,8195,2404,426,708,831,1563,904,419,1490,237,111,7148,6527,729,1932,917,1197,3219,1782,1352,1561
2023-03-08 18:00:00,4162,208,7717,2252,394,686,750,1505,853,377,1362,213,99,6215,6529,636,1750,838,1103,3199,1792,1345,1492
2023-03-08 19:00:00,3925,180,7092,2073,354,660,655,1426,784,329,1212,184,85,5170,6490,532,1534,741,986,3119,1799,1317,1397
2023-03-08 20:00:00,3627,152,6354,1879,312,632,556,1328,702,280,1052,153,71,4113,6418,428,1301,633,857,2977,1802,1267,1283
2023-03-08 21:00:00,3285,125,5548,1681,270,604,460,1217,611,232,892,123,58,3124,6320,329,1070,523,724,2776,1802,1198,1158
2023-03-08 22:00:00,2921,100,4725,1487,230,577,371,1101,520,188,743,95,45,2258,6205,242,856,418,596,2525,1798,1114,1029
2023-03-08 23:00:00,2568,78,3948,1305,195,553,296,990,433,150,613,73,36,1552,6079,170,673,326,483,2243,1790,1023,905
2023-03-09 00:00:00,2262,62,3282,1147,166,534,239,896,358,120,513,57,30,1032,5951,116,536,251,394,1954,1780,936,796
2023-03-09 01:00:00,2035,52,2790,1020,144,522,207,829,301,101,449,49,27,712,5833,84,454,200,334,1685,1769,861,712
2023-03-09 02:00:00,1910,50,2514,934,132,516,199,798,266,92,425,49,30,596,5734,73,431,173,309,1466,1757,806,659
2023-03-09 03:00:00,1897,55,2477,898,129,518,218,805,254,95,444,57,35,682,5657,85,468,173,317,1315,1746,775,640
2023-03-09 04:00:00,1992,67,2680,915,135,526,260,849,265,109,503,71,44,967,5603,119,559,198,358,1245,1736,770,657
2023-03-09 05:00:00,2184,86,3102,989,152,542,323,925,299,135,599,91,55,1450,5571,175,699,247,428,1259,1727,789,708
2023-03-09 06:00:00,2450,110,3702,1118,178,563,405,1024,352,170,726,116,68,2117,5566,251,877,318,523,1352,1721,828,789
2023-03-09 07:00:00,2759,138,4425,1293,213,589,496,1134,421,213,874,142,80,2938,5590,341,1081,405,635,1508,1717,881,892
2023-03-09 08:00:00,3084,167,5208,1501,254,618,592,1244,499,261,1031,169,93,3866,5642,440,1293,502,755,1710,1715,941,1010
2023-03-09 09:00:00,3400,194,5990,1726,297,647,684,1346,581,309,1187,195,104,4840,5721,542,1500,604,876,1937,1716,1003,1132
2023-03-09 10:00:00,3686,219,6719,1948,341,676,766,1434,662,355,1331,217,113,5790,5822,638,1690,703,990,2172,1718,1063,1251
2023-03-09 11:00:00,3931,240,7350,2150,382,701,834,1503,738,395,1454,236,119,6641,5939,720,1852,793,1089,2401,1722,1120,1360
2023-03-09 12:00:00,4124,254,7849,2313,416,720,884,1554,803,426,1546,250,124,7316,6063,783,1974,867,1169,2610,1729,1173,1452
2023-03-09 13:00:00,4262,261,8196,2427,440,734,911,1585,854,445,1602,258,125,7755,6185,819,2050,919,1223,2792,1738,1219,1520
